tiger	cat	0.654969
tiger	tiger	1.0
plane	car	0.662233
train	car	0.628856
television	radio	0.864839
media	radio	0.627495
bread	butter	0.872733
cucumber	potato	0.791261
doctor	nurse	0.751873
professor	doctor	0.298613
student	professor	0.531343
smart	stupid	0.561239
wood	forest	0.534712
money	cash	0.670638
king	queen	0.788518
king	rook	0.342604
bishop	rabbi	0.610643
football	soccer	0.796614
football	basketball	0.778368
football	tennis	0.658052
Arafat	Jackson	0.143341
physics	chemistry	0.803498
vodka	gin	0.763409
vodka	brandy	0.704203
drink	eat	0.754082
car	automobile	0.453539
gem	jewel	0.489511
journey	voyage	0.826038
boy	lad	0.614421
coast	shore	0.651856
asylum	madhouse	-0.210343
magician	wizard	0.55059
midday	noon	0.725533
furnace	stove	0.694509
food	fruit	0.679895
bird	cock	0.26027
bird	crane	0.413658
food	rooster	0.187906
money	dollar	0.399333
money	currency	0.341367
tiger	jaguar	0.392697
tiger	feline	0.372912
tiger	carnivore	0.147406
tiger	mammal	0.491454
tiger	animal	0.623502
tiger	organism	0.429933
tiger	fauna	0.310721
psychology	psychiatry	0.790349
psychology	science	0.783207
psychology	discipline	0.38572
planet	star	0.113977
planet	moon	0.649194
planet	sun	0.614972
precedent	example	0.379115
precedent	antecedent	0.099421
cup	tableware	0.311133
cup	artifact	0.131728
cup	object	0.125408
cup	entity	-0.047415
jaguar	cat	0.307981
jaguar	car	0.295337
mile	kilometer	0.776444
skin	eye	0.536907
Japanese	American	0.569555
century	year	0.61223
announcement	news	0.439733
doctor	personnel	0.219974
Harvard	Yale	0.88079
hospital	infrastructure	0.080866
life	death	0.434001
travel	activity	0.179662
type	kind	0.710796
street	place	0.277581
street	avenue	0.546472
street	block	0.395136
cell	phone	0.390122
dividend	payment	0.554204
calculation	computation	0.567161
profit	loss	0.536641
dollar	yen	0.750186
dollar	buck	0.128303
phone	equipment	0.200108
liquid	water	0.640032
marathon	sprint	0.72012
seafood	food	0.7656
seafood	lobster	0.699859
lobster	food	0.480378
lobster	wine	0.572027
championship	tournament	0.667656
man	woman	0.898434
man	governor	0.338828
murder	manslaughter	0.79992
opera	performance	0.25017
Mexico	Brazil	0.430614
glass	metal	0.732488
aluminum	metal	0.751978
rock	jazz	0.682242
museum	theater	0.609601
shower	thunderstorm	0.50484
monk	oracle	0.237354
cup	food	0.235757
journal	association	0.224271
street	children	0.127968
car	flight	0.424614
space	chemistry	0.320936
situation	conclusion	0.443829
word	similarity	0.430233
peace	plan	0.247246
consumer	energy	0.424288
ministry	culture	0.248156
smart	student	-7.6e-05
investigation	effort	0.426732
image	surface	0.380051
life	term	0.412117
start	match	0.456609
computer	news	0.234151
board	recommendation	0.464275
lad	brother	0.527878
observation	architecture	0.419349
coast	hill	0.597589
deployment	departure	0.347541
benchmark	index	0.683977
attempt	peace	0.201365
consumer	confidence	0.197152
start	year	0.136137
focus	life	0.254213
development	issue	0.146896
theater	history	0.280478
situation	isolation	0.537768
profit	warning	0.132983
media	trading	0.228699
chance	credibility	0.369066
precedent	information	0.243781
architecture	century	0.26971
population	development	0.196669
stock	live	-0.075712
peace	atmosphere	0.228493
morality	marriage	0.392512
minority	peace	0.251193
atmosphere	landscape	0.633872
report	gain	0.112211
music	project	0.088978
seven	series	0.402384
experience	music	0.3793
school	center	0.317779
five	month	0.160623
announcement	production	0.134357
morality	importance	0.441758
money	operation	0.132676
delay	news	0.204101
governor	interview	0.159074
practice	institution	0.271136
century	nation	0.262367
coast	forest	0.522008
shore	woodland	0.420671
drink	car	0.299892
president	medal	0.049008
prejudice	recognition	0.326344
viewer	serial	0.208844
peace	insurance	0.040805
Mars	water	0.244546
media	gain	0.092042
precedent	cognition	-0.092763
announcement	effort	0.384182
line	insurance	-0.024151
crane	implement	-0.036112
drink	mother	0.294585
opera	industry	0.166246
volunteer	motto	0.07177
listing	proximity	0.158077
precedent	collection	0.044193
cup	article	0.054274
sign	recess	0.102588
problem	airport	0.244754
reason	hypertension	0.128175
direction	combination	0.228675
Wednesday	news	0.336084
glass	magician	0.202157
cemetery	woodland	0.529724
possibility	girl	0.176257
cup	substance	0.117964
forest	graveyard	0.498448
stock	egg	0.126399
month	hotel	0.116182
energy	secretary	0.006967
precedent	group	0.065437
production	hike	0.219678
stock	phone	0.010122
holy	sex	0.072114
stock	CD	0.185892
drink	ear	0.357843
delay	racism	0.061062
stock	life	0.122532
stock	jaguar	-0.016558
monk	slave	0.363826
lad	wizard	0.42105
sugar	approach	0.00493
rooster	voyage	0.117996
noon	string	-0.08404
chord	smile	0.48645
professor	cucumber	0.095009
king	cabbage	0.232539
